title1,title2,similarity
correctional services manager,chief detention officer,1
correctional services manager,senior superintendent of jail,1
correctional services manager,superintendent jail,1
correctional services manager,chief prison officer,1
correctional services manager,senior superintendent jail,1
correctional services manager,superintendent of jail,1
correctional services manager,correctional institution director,1
correctional services manager,prison governor,1
correctional services manager,series location manager,0
correctional services manager,creative services manager,0
correctional services manager,care service manager,0
correctional services manager,corporate service manager,0
correctional services manager,early years TA,0
correctional services manager,pesticide mixing machine tender,0
correctional services manager,graduate technical sales representative in agricultural machinery and equipment,0
correctional services manager,entertainment journalist,0
metal rolling mill operator,hammer mill technician,1
metal rolling mill operator,rolling mill control operator,1
metal rolling mill operator,steel mill operative,1
metal rolling mill operator,stopper grinder,1
metal rolling mill operator,powder mill operative,1
metal rolling mill operator,hammer mill operative,1
metal rolling mill operator,metal rolling mill technician,1
metal rolling mill operator,metal rolling mill operator,1
metal rolling mill operator,powder mill operator,1
metal rolling mill operator,grinder mill operative,1
metal rolling mill operator,grinder mill operator,1
metal rolling mill operator,hammer mill operator,1
metal rolling mill operator,metal rolling mill operative,1
metal rolling mill operator,steel rolling mill technician,1
metal rolling mill operator,cigarette rolling machine operator,0
metal rolling mill operator,metal spinning operator,0
metal rolling mill operator,metal planer operator,0
metal rolling mill operator,milk processing operator,0
metal rolling mill operator,tooling machine operator,0
metal rolling mill operator,rig drill operator,0
metal rolling mill operator,oil rig operator,0
metal rolling mill operator,zoological technician,0
metal rolling mill operator,automobile battery installer,0
metal rolling mill operator,reproduction antique furniture copier,0
metal rolling mill operator,tattoo drawer,0
metal rolling mill operator,spinning lathe operator,0
metal rolling mill operator,administration manager of defence,0
metal rolling mill operator,flight test engineering expert,0
biochemist,biochemistry scholar,1
biochemist,biochemistry analyst,1
biochemist,biochemistry studies research scientist,1
biochemist,biochemistry scientist,1
biochemist,biochemistry studies research analyst,1
biochemist,bio-chemsit,1
biochemist,biochemistry research analyst,1
biochemist,biochemistry studies analyst,1
biochemist,biochemistry studies researcher,1
biochemist,biochemistry studies scientist,1
biochemist,biochemistry studies scholar,1
biochemist,biochemistry research scientist,1
biochemist,chemical biotechnologist,1
biochemist,biochemistry science researcher,1
biochemist,biological chemist,1
biochemist,biochemistry researcher,1
biochemist,chemist,0
biochemist,geochemist,0
biochemist,ceramist,0
biochemist,oil geochemist,0
biochemist,fuel chemist,0
biochemist,biophysicist,0
biochemist,biologist,0
biochemist,cembalist,0
biochemist,tobacco drying worker,0
biochemist,air operations officer,0
biochemist,educator in digital literacy,0
biochemist,production engineering technician,0
biochemist,aviation maintenance inspector,0
biochemist,credit union principal examiner,0
biochemist,senior import specialist in meat and meat products,0
biochemist,pre-school activities coordinator,0
optician,contact lens specialist,1
optician,expert optician,1
optician,corrective lens dispenser,1
optician,spectacle dispensing optician,1
optician,contact lens optician,1
optician,qualified optician,1
optician,dispensing optician,1
optician,optician expert,1
optician,mortician,0
optician,logician,0
optician,cosmetician,0
optician,O&P technician,0
optician,chief police officer,0
optician,soap plant worker,0
optician,medical-technical equipment engineer,0
optician,"wholesale merchandiser in  furniture, carpets and lighting equipment",0
footwear stitching machine operator,binding stitcher,1
footwear stitching machine operator,shoe sewing machine tender,1
footwear stitching machine operator,shoe sewing machine operator,1
footwear stitching machine operator,shoe stitcher,1
footwear stitching machine operator,stitching machine operator,0
footwear stitching machine operator,leather goods stitching machine operator,0
footwear stitching machine operator,secondary school literature tutor,0
footwear stitching machine operator,optical disc moulding machine specialist,0
carbonation operator,gasifier operator,1
carbonation operator,drinks gasification processor,1
carbonation operator,sparkling machine operator,1
carbonation operator,beverage carbonation worker,1
carbonation operator,attraction operator,0
carbonation operator,hydrogenation operator,0
carbonation operator,train carriage upholsterer,0
carbonation operator,palliative care supervisor,0
vacuum forming machine operator,vacuum moulding machine operator,1
vacuum forming machine operator,molder operator,1
vacuum forming machine operator,plastic molding machine tender,1
vacuum forming machine operator,vacuum forming machine worker,1
vacuum forming machine operator,vacuum molding machine operative,1
vacuum forming machine operator,vacuum forming machine setter,1
vacuum forming machine operator,moulder operator,1
vacuum forming machine operator,vacuum forming machine operative,1
vacuum forming machine operator,thermoforming operator,1
vacuum forming machine operator,plastic moulding machine tender,1
vacuum forming machine operator,thermo-forming machine operative,1
vacuum forming machine operator,plastic moulding machine setter,1
vacuum forming machine operator,thermoforming machine tender,1
vacuum forming machine operator,plastic molding machine setter,1
vacuum forming machine operator,vacuum former,1
vacuum forming machine operator,thermoforming operative,1
vacuum forming machine operator,vacuum forming machine tender,1
vacuum forming machine operator,vacuum forming machine operator,1
vacuum forming machine operator,thermoforming machine operator,1
vacuum forming machine operator,thermoforming machine operative,1
vacuum forming machine operator,thermo-forming machine tender,1
vacuum forming machine operator,vacuum molding machine operator,1
vacuum forming machine operator,vacuum moulding machine operative,1
vacuum forming machine operator,thermo-forming machine setter,1
vacuum forming machine operator,plastics production process worker,1
vacuum forming machine operator,thermo-forming machine worker,1
vacuum forming machine operator,v-belt forming machine operator,0
vacuum forming machine operator,upset forging machine operator,0
vacuum forming machine operator,forming machine operative,0
vacuum forming machine operator,boring machine operator,0
vacuum forming machine operator,plastic roll-forming machine operator,0
vacuum forming machine operator,coloring machine operator,0
vacuum forming machine operator,foil stamp machine operator,0
vacuum forming machine operator,vertical boring machine operator,0
vacuum forming machine operator,tunnel boring machine operator,0
vacuum forming machine operator,forging machine operative,0
vacuum forming machine operator,glass forming machine operator,0
vacuum forming machine operator,filing machine operator,0
vacuum forming machine operator,drying machine operator,0
vacuum forming machine operator,aircraft interior finishes technician,0
vacuum forming machine operator,metal furniture machine setter,0
vacuum forming machine operator,pulp mill technician,0
vacuum forming machine operator,call centre rep,0
vacuum forming machine operator,footwear finishing room supervisor,0
vacuum forming machine operator,swimming and diving teacher,0
vacuum forming machine operator,fur animals specialist,0
vacuum forming machine operator,music and video salesperson,0
vacuum forming machine operator,adzing and drilling  machine operator,0
vacuum forming machine operator,e-business managers,0
vacuum forming machine operator,"trainee export manager in agricultural raw materials, seeds and animal feeds",0
vacuum forming machine operator,hazardous material decontamination worker,0
vacuum forming machine operator,trainee export manager in tobacco products,0
admissions coordinator,coordinator of admissions,1
admissions coordinator,school admissions coordinator,1
admissions coordinator,university admissions coordinator,1
admissions coordinator,student admissions coordinator,1
admissions coordinator,admissions officer,1
admissions coordinator,admissions coordinator in university,1
admissions coordinator,college admissions coordinator,1
admissions coordinator,coordinator of student admissions,1
admissions coordinator,student admissions officer,1
admissions coordinator,admissions coordinator in education,1
admissions coordinator,advertising coordinator,0
admissions coordinator,campaigns coordinator,0
admissions coordinator,casting coordinator,0
admissions coordinator,activism coordinator,0
admissions coordinator,business coordinator,0
admissions coordinator,forest workers,0
admissions coordinator,legal interpreter,0
admissions coordinator,road operations supervisor,0
admissions coordinator,post-editor,0
admissions coordinator,electronic gaming manager,0
outdoor activities coordinator,outdoor activities supervisor,1
outdoor activities coordinator,outdoor activities manager,1
outdoor activities coordinator,sports inclusion coordinator,1
outdoor activities coordinator,senior outdoor instructor,1
outdoor activities coordinator,activities coordinator,1
outdoor activities coordinator,activities manager,1
outdoor activities coordinator,youth activities coordinator,0
outdoor activities coordinator,outdoor activities facilitator,0
outdoor activities coordinator,activities co-ordinator,0
outdoor activities coordinator,industrial technology engineering consultant,0
outdoor activities coordinator,landscaper,0
outdoor activities coordinator,pawnshop manager,0
juvenile correctional officer,young offenders officer,1
juvenile correctional officer,young offenders detention officer,1
juvenile correctional officer,youth correctional officer,1
juvenile correctional officer,juvenile corrections officer,1
juvenile correctional officer,youth detention counselor,1
juvenile correctional officer,detention officer,1
juvenile correctional officer,correctional youth security officer,1
juvenile correctional officer,detention centre youth worker,1
juvenile correctional officer,youth detention worker,1
juvenile correctional officer,juvenile detention officer,1
juvenile correctional officer,corrections officer,0
juvenile correctional officer,debt collection officer,0
juvenile correctional officer,energy conservation officer,0
juvenile correctional officer,construction control officer,0
juvenile correctional officer,correctional services manager,0
juvenile correctional officer,bus and coach sales technician,0
juvenile correctional officer,instrument specialist,0
juvenile correctional officer,"agriculture, forestry, and fishery vocational trainer",0
juvenile correctional officer,senior export manager in electronic and telecommunications equipment and parts,0
juvenile correctional officer,airport operations chief,0
technical sales representative in electronic and telecommunications equipment,graduate technical sales representative in electronic and telecommunications equipment,1
technical sales representative in electronic and telecommunications equipment,electronic and telecommunications equipment  field saleswoman,1
technical sales representative in electronic and telecommunications equipment,electronic and telecommunications equipment outside technical sales representative,1
technical sales representative in electronic and telecommunications equipment,senior technical sales representative in electronic and telecommunications equipment,1
technical sales representative in electronic and telecommunications equipment,assistant technical sales representative in electronic and telecommunications equipment,1
technical sales representative in electronic and telecommunications equipment,assistant technical sales engineer in electronic and telecommunications equipment,1
technical sales representative in electronic and telecommunications equipment,electronic and telecommunications equipment  inside technical sales representative,1
technical sales representative in electronic and telecommunications equipment,electronic and telecommunications equipment field salesperson,1
technical sales representative in electronic and telecommunications equipment,trainee technical sales engineer in electronic and telecommunications equipment,1
technical sales representative in electronic and telecommunications equipment,graduate technical sales engineer in electronic and telecommunications equipment,1
technical sales representative in electronic and telecommunications equipment,electronic and telecommunications equipment technical field sales representative,1
technical sales representative in electronic and telecommunications equipment,trainee technical sales representative in electronic and telecommunications equipment,1
technical sales representative in electronic and telecommunications equipment,senior technical sales engineer in electronic and telecommunications equipment,1
technical sales representative in electronic and telecommunications equipment,electronic and telecommunications equipment field salesman,1
technical sales representative in electronic and telecommunications equipment,senior export specialist in electronic and telecommunications equipment,0
technical sales representative in electronic and telecommunications equipment,senior import specialist in electronic and telecommunications equipment,0
technical sales representative in electronic and telecommunications equipment,import export specialist in electronic and telecommunications equipment,0
technical sales representative in electronic and telecommunications equipment,graduate export specialist in electronic and telecommunications equipment,0
technical sales representative in electronic and telecommunications equipment,senior import export specialist in electronic and telecommunications equipment,0
technical sales representative in electronic and telecommunications equipment,graduate import specialist in electronic and telecommunications equipment,0
technical sales representative in electronic and telecommunications equipment,trainee export specialist in electronic and telecommunications equipment,0
technical sales representative in electronic and telecommunications equipment,foreman/forewoman shunter,0
technical sales representative in electronic and telecommunications equipment,wind energy technician,0
technical sales representative in electronic and telecommunications equipment,armed forces pilot,0
technical sales representative in electronic and telecommunications equipment,cross-cut sawyer,0
technical sales representative in electronic and telecommunications equipment,modern languages high school teacher,0
technical sales representative in electronic and telecommunications equipment,food safety controller,0
technical sales representative in electronic and telecommunications equipment,mocassin sewer,0
numerical tool and process control programmer,numerical process control  set up operator,1
numerical tool and process control programmer,numerical tool programmer,1
numerical tool and process control programmer,numerical tool setting operator,1
numerical tool and process control programmer,numerical process control tool setting operator,1
numerical tool and process control programmer,numerical process control programmer,1
numerical tool and process control programmer,numerical tool maker,1
numerical tool and process control programmer,numerical process control operator,1
numerical tool and process control programmer,numerical process control supervisor,1
numerical tool and process control programmer,numerical tool machine set up operator,1
numerical tool and process control programmer,numerical tool setter,1
numerical tool and process control programmer,numerical tool l programme setter,1
numerical tool and process control programmer,numerical tool machine operator,1
numerical tool and process control programmer,computer numerical control machine programmer/operator,0
numerical tool and process control programmer,manual control auger press worker,0
numerical tool and process control programmer,"auger press worker, manual control",0
numerical tool and process control programmer,wholesaler in wood and construction materials,0
numerical tool and process control programmer,electric control panel tester and repairer,0
numerical tool and process control programmer,process control room operator,0
numerical tool and process control programmer,secondary school teacher of geography,0
numerical tool and process control programmer,physics laboratory technician,0
numerical tool and process control programmer,data base integrators,0
numerical tool and process control programmer,geoscience lecturer,0
numerical tool and process control programmer,molecular biologist,0
numerical tool and process control programmer,barrel polishing machine operator,0
office manager,office coordinator,1
office manager,administrative manager,1
office manager,general office administrator,1
office manager,administrative services manager,1
office manager,office supervisor,1
office manager,administrative supervisor,1
office manager,post-office manager,0
office manager,area office manager,0
office manager,press office manager,0
office manager,trainee export manager in office machinery and equipment,0
office manager,airport CEO,0
office manager,garden centre sales assistant,0
wholesale merchant in textile industry machinery,wholesale trader in textile industry machinery,1
wholesale merchant in textile industry machinery,trainee wholesale merchant in textile industry machinery,1
wholesale merchant in textile industry machinery,senior wholesale merchant in textile industry machinery,1
wholesale merchant in textile industry machinery,wholesale buyer in textile industry machinery,1
wholesale merchant in textile industry machinery,B2B sales consultant in textile industry machinery,1
wholesale merchant in textile industry machinery,business to business sales consultant in textile industry machinery,1
wholesale merchant in textile industry machinery,wholesale merchandiser in textile industry machinery,1
wholesale merchant in textile industry machinery,wholesaler in textile industry machinery,1
wholesale merchant in textile industry machinery,business to business seller in textile industry machinery,1
wholesale merchant in textile industry machinery,graduate wholesale merchant in textile industry machinery,1
wholesale merchant in textile industry machinery,assistant wholesale merchant in textile industry machinery,1
wholesale merchant in textile industry machinery,wholesale merchant in machine tools,0
wholesale merchant in textile industry machinery,trainee wholesale merchant in machine tools,0
wholesale merchant in textile industry machinery,assistant wholesale merchant in machine tools,0
wholesale merchant in textile industry machinery,wholesale merchant in office machinery and equipment,0
wholesale merchant in textile industry machinery,senior wholesale merchant in machine tools,0
wholesale merchant in textile industry machinery,rental service desk supervisor in video tapes and disks,0
wholesale merchant in textile industry machinery,aerospace engineering draughting adviser,0
wholesale merchant in textile industry machinery,exploration geologist,0
wholesale merchant in textile industry machinery,actress - puppeteer,0
wholesale merchant in textile industry machinery,horizontal drilling milling machine set-up operator,0
wholesale merchant in textile industry machinery,youth leader,0
night auditor,night customer care manager,1
night auditor,overnight customer care manager,1
night auditor,night time customer auditor,1
night auditor,overnight auditor,1
night auditor,it auditor,0
night auditor,ICT auditor,0
night auditor,cargoplane pilot,0
night auditor,police chief,0
aircraft dispatcher,aircraft information expediter,1
aircraft dispatcher,airline dispatcher,1
aircraft dispatcher,helicopter dispatcher,1
aircraft dispatcher,flight dispatcher,1
aircraft dispatcher,aeroplane dispatcher,1
aircraft dispatcher,flight information expediter,1
aircraft dispatcher,airplane dispatcher,1
aircraft dispatcher,dispatcher of aircrafts,1
aircraft dispatcher,aircraft painter,0
aircraft dispatcher,aircraft fitter,0
aircraft dispatcher,aircraft first officer,0
aircraft dispatcher,aircraft welder,0
aircraft dispatcher,marine surveyors,0
aircraft dispatcher,educational institution manager,0
aircraft dispatcher,high school philosophy teacher,0
aircraft dispatcher,social worker (mental health),0
import export manager in textiles and textile semi-finished and raw materials,trainee import manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,graduate import export manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,senior import export manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,assistant export manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,assistant import export manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,graduate import manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,trainee export manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,international trade manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,senior export manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,graduate export manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,assistant import manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,customs compliance manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,senior import manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,international trade compliance manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,trainee import export manager in textiles and textile semi-finished and raw materials,1
import export manager in textiles and textile semi-finished and raw materials,import export specialist in textiles and textile semi-finished and raw materials,0
import export manager in textiles and textile semi-finished and raw materials,"textiles, textile semi-finished and raw materials logistics manager",0
import export manager in textiles and textile semi-finished and raw materials,trainee import export specialist in textiles and textile semi-finished and raw materials,0
import export manager in textiles and textile semi-finished and raw materials,senior import export specialist in textiles and textile semi-finished and raw materials,0
import export manager in textiles and textile semi-finished and raw materials,assistant import export specialist in textiles and textile semi-finished and raw materials,0
import export manager in textiles and textile semi-finished and raw materials,graduate import export specialist in textiles and textile semi-finished and raw materials,0
import export manager in textiles and textile semi-finished and raw materials,graduate export specialist in textiles and textile semi-finished and raw materials,0
import export manager in textiles and textile semi-finished and raw materials,motor vehicle production chargehand,0
import export manager in textiles and textile semi-finished and raw materials,civil registration officer,0
import export manager in textiles and textile semi-finished and raw materials,broadcast transmitter operator,0
import export manager in textiles and textile semi-finished and raw materials,bionic engineer,0
import export manager in textiles and textile semi-finished and raw materials,cigarette- making machine operator,0
import export manager in textiles and textile semi-finished and raw materials,pourer and caster,0
import export manager in textiles and textile semi-finished and raw materials,nitroglycerin separator tender,0
import export manager in textiles and textile semi-finished and raw materials,assets manager,0
photography shop manager,photographic equipment store manager,1
photography shop manager,photography store manager,1
photography shop manager,photographic goods shop manager,1
photography shop manager,photography goods store manager,1
photography shop manager,photographic articles store manager,1
photography shop manager,photographic accessories shop manager,1
photography shop manager,photographic shop manager,1
photography shop manager,camera accessories shop manager,1
photography shop manager,photography shop manager,1
photography shop manager,photography equipment store manager,1
photography shop manager,photographic articles shop manager,1
photography shop manager,camera shop manager,1
photography shop manager,photography studio manager,0
photography shop manager,pottery shop manager,0
photography shop manager,phone shop manager,0
photography shop manager,paper shop manager,0
photography shop manager,pet shop manager,0
photography shop manager,shoe shop manager,0
photography shop manager,metal annealing worker,0
photography shop manager,front desk assistant,0
photography shop manager,bridal store manager,0
photography shop manager,tennis coach,0
photography shop manager,laminate floor installer,0
photography shop manager,fruit and vegetables logistics manager,0
ict research consultant,IT research advisor,1
ict research consultant,ICT research specialist,1
ict research consultant,ICT research consultants,1
ict research consultant,ICT research advisor,1
ict research consultant,IT research consultant,1
ict research consultant,IT research specialist,1
ict research consultant,research consultant,0
ict research consultant,ict security consultant,0
ict research consultant,ICT security consultants,0
ict research consultant,interior & spacial designer,0
ict research consultant,"make-up, hair and wig designer",0
ict research consultant,window technician,0
road sign installer,highway sign installer,1
road sign installer,road sign worker,1
road sign installer,highway sign erector,1
road sign installer,traffic sign erector,1
road sign installer,road sign erector,1
road sign installer,road sign team worker,1
road sign installer,traffic sign installer,1
road sign installer,sign installer,0
road sign installer,road sign maker,0
road sign installer,irrigation installer,0
road sign installer,biological anthropologist,0
road sign installer,substance abuse counsellor,0
road sign installer,lottery managing director,0
road sign installer,university access officer,0
biogas technician,biomass gas generation technician,1
biogas technician,anaerobic digester technician,1
biogas technician,biogas equipment maintenance technician,1
biogas technician,biogas production technician,1
biogas technician,biomass plant technician,1
biogas technician,biogas equipment technician,1
biogas technician,landfill gas plant technician,1
biogas technician,biogas generation technician,1
biogas technician,gas technician,0
biogas technician,bass technician,0
biogas technician,biotechnician,0
biogas technician,biology technician,0
biogas technician,data warehouse designer,0
biogas technician,leatherware quality supervisor,0
biogas technician,metals and metal ores logistics manager,0
biogas technician,HVAC systems engineer,0
paper mill supervisor,paper mill controller,1
paper mill supervisor,paper mill manager,1
paper mill supervisor,controller at paper mill,1
paper mill supervisor,paper mill overseer,1
paper mill supervisor,supervisor at paper mill,1
paper mill supervisor,overseer at paper mill,1
paper mill supervisor,paper mill senior manager,1
paper mill supervisor,operations controller at paper mill,1
paper mill supervisor,manager at paper mill,1
paper mill supervisor,paper mill operations controller,1
paper mill supervisor,saw mill supervisor,0
paper mill supervisor,melter supervisor,0
paper mill supervisor,mine supervisor,0
paper mill supervisor,sawmill supervisor,0
paper mill supervisor,paper hanger supervisor,0
paper mill supervisor,lecturer of religious studies,0
paper mill supervisor,halal meat slicer,0
paper mill supervisor,industrial machinery maintenance engineer,0
paper mill supervisor,assistant import specialist in meat and meat products,0
paper mill supervisor,technician in photonics,0
sewerage network operative,wastewater infrastructure operator,1
sewerage network operative,sewerage network maintenance operative,1
sewerage network operative,wastewater infrastructure operative,1
sewerage network operative,wastewater distribution equipment operative,1
sewerage network operative,wastewater systems operative,1
sewerage network operative,wastewater network operative,1
sewerage network operative,wastewater system operative,1
sewerage network operative,sewerage network repair operative,1
sewerage network operative,sewerage network clearing  operative,1
sewerage network operative,sewerage network inspection operative,1
sewerage network operative,wastewater treatment works operative,1
sewerage network operative,sewerage system maintenance operative,1
sewerage network operative,sewerage network operator,1
sewerage network operative,water network operative,0
sewerage network operative,water supply network operative,0
sewerage network operative,water network operator,0
sewerage network operative,water and sewerage operative,0
sewerage network operative,waste incinerator operative,0
sewerage network operative,nitro-separator operative,0
sewerage network operative,colour sampling operators,0
sewerage network operative,audiovisual assistant,0
sewerage network operative,graduate perfume and cosmetics distribution manager,0
sewerage network operative,professor of maths,0
sewerage network operative,str worker,0
sewerage network operative,dairy products and edible oils distribution manager,0
sewerage network operative,pyrometry instrument calibration technician,0
taxi driver,private hire driver,1
taxi driver,private driver,1
taxi driver,minicab driver,1
taxi driver,cab driver,1
taxi driver,driver of taxi,1
taxi driver,chauffeur,1
taxi driver,train driver,0
taxi driver,tram driver,0
taxi driver,van driver,0
taxi driver,marine outboard rigger,0
taxi driver,leatherware modelist,0
taxi driver,raw materials warehouse lead,0
recreation model maker,property maker & modeller,0
recreation model maker,pedal cycle assembler,0
nonwoven staple machine operator,non woven staple processing machine operator,1
nonwoven staple machine operator,non woven fabric machine operator,1
nonwoven staple machine operator,non-woven fabric machine operator,1
nonwoven staple machine operator,non woven staple machinist,1
nonwoven staple machine operator,non woven worker,1
nonwoven staple machine operator,producer of felts,1
nonwoven staple machine operator,non-woven worker,1
nonwoven staple machine operator,non-woven staple machinist,1
nonwoven staple machine operator,non-woven staple processing machine operator,1
nonwoven staple machine operator,nonwoven staple machine operators,1
nonwoven staple machine operator,nonwoven machine operator,0
nonwoven staple machine operator,stapling machine operator,0
nonwoven staple machine operator,operator of SMT machine,0
nonwoven staple machine operator,table saw machine operator,0
nonwoven staple machine operator,nonwoven filament machine operator,0
nonwoven staple machine operator,jailer,0
nonwoven staple machine operator,instructor in physical education,0
nonwoven staple machine operator,healthcare admistrator,0
nonwoven staple machine operator,butchery worker,0
nonwoven staple machine operator,pre-boarding security guard,0
"wholesale merchant in coffee, tea, cocoa and spices","senior wholesale merchant in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","wholesale merchandiser in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","wholesaler in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","B2B sales consultant in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","graduate wholesale merchant in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","business to business sales consultant in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","wholesale buyer in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","business to business seller in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","assistant wholesale merchant in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","trainee wholesale merchant in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","wholesale trader in coffee, tea, cocoa and spices",1
"wholesale merchant in coffee, tea, cocoa and spices","wholesale merchant in sugar, chocolate and sugar confectionery",0
"wholesale merchant in coffee, tea, cocoa and spices","trainee export manager in coffee, tea, cocoa and spices",0
"wholesale merchant in coffee, tea, cocoa and spices","trainee import manager in coffee, tea, cocoa and spices",0
"wholesale merchant in coffee, tea, cocoa and spices",wholesale merchant in waste and scrap,0
"wholesale merchant in coffee, tea, cocoa and spices",graduate wholesale merchant in waste and scrap,0
"wholesale merchant in coffee, tea, cocoa and spices",specialist law lecturer,0
"wholesale merchant in coffee, tea, cocoa and spices",rolling stock engineering drafting specialist,0
"wholesale merchant in coffee, tea, cocoa and spices",pill production operative,0
"wholesale merchant in coffee, tea, cocoa and spices",flight control installer,0
"wholesale merchant in coffee, tea, cocoa and spices",oral health therapist,0
"wholesale merchant in coffee, tea, cocoa and spices",spraying manager,0
design engineer,industrial expert,1
design engineer,product engineer,1
design engineer,industrial specialist,1
design engineer,industrial design specialist,1
design engineer,designing engineer,1
design engineer,industrial design expert,1
design engineer,product design engineer,1
design engineer,engine designer,0
design engineer,engine design expert,0
design engineer,HVAC design engineer,0
design engineer,climate research analyst,0
design engineer,post-production editing supervisor,0
design engineer,trainee import export manager in beverages,0
design engineer,rental sales supervisor in video tapes and disks,0
marketing manager,market development manager,1
marketing manager,advertising sales manager,1
marketing manager,telemarketing manager,1
marketing manager,marketing and promotions manager,1
marketing manager,promotions manager,1
marketing manager,marketing director,1
marketing manager,market manager,1
marketing manager,marketing executive,1
marketing manager,sales and marketing manager,1
marketing manager,product marketing manager,1
marketing manager,parking manager,0
marketing manager,brand marketing manager,0
marketing manager,plating manager,0
marketing manager,rig manager,0
marketing manager,supermarket manager,0
marketing manager,massage therapist,0
marketing manager,hammer mill operator,0
marketing manager,"policy officer, education",0
marketing manager,heavy vehicle parts operative,0
marketing manager,credit intermediary,0
fruit and vegetable preserver,fruit and veg preservation operative,1
fruit and vegetable preserver,fruit and vegetable preservation operator,1
fruit and vegetable preserver,fruit and vegetable preservation operative,1
fruit and vegetable preserver,fruit and veg preservation operator,1
fruit and vegetable preserver,fruit and vegetable harvester,0
fruit and vegetable preserver,fruit and vegetable picker,0
fruit and vegetable preserver,reproduction period furniture maker,0
fruit and vegetable preserver,plastic blow moulding machine operative,0
camera operator,videographer,1
camera operator,camera equipment operator,1
camera operator,railcam operator,1
camera operator,steadicam operator,1
camera operator,camerawoman,1
camera operator,remote head operator,1
camera operator,towercam operator,1
camera operator,camera crane operator,1
camera operator,cameraman,1
camera operator,video camera operator,1
camera operator,CAM operator,0
camera operator,coater operator,0
camera operator,game operator,0
camera operator,calciner operator,0
camera operator,computer operator,0
camera operator,shoes hand sewer,0
camera operator,secondary school principal,0
camera operator,metrologist assistant,0
camera operator,furniture finishing operative,0
camera operator,trainee food safety specialist,0
odds compiler,horse racing odds compiler,1
odds compiler,sports odds compiler,1
odds compiler,sports trader,1
odds compiler,odds manager,1
odds compiler,football odds compiler,1
odds compiler,betting expert,1
odds compiler,odds expert,1
odds compiler,odds trader,1
odds compiler,risk trader,1
odds compiler,report compiler,0
odds compiler,consumer goods,0
odds compiler,coiler,0
odds compiler,statistics compiler,0
odds compiler,metal die cutter,0
odds compiler,political columnist,0
odds compiler,lecturer’s assistant,0
odds compiler,hospice worker,0
odds compiler,"graduate export specialist in computers, peripheral equipment and software",0
sterile services technician,disinfection assistant,1
sterile services technician,site services technician,0
sterile services technician,on board engine minder,0
"textile, leather and footwear researcher",textile and clothing researcher,1
"textile, leather and footwear researcher","textile, leather technologist",1
"textile, leather and footwear researcher","textile, leather and footwear research analyst",1
"textile, leather and footwear researcher",clothing and apparel researcher,1
"textile, leather and footwear researcher",textile and leather researcher,1
"textile, leather and footwear researcher","textile, leather and footwear research worker",1
"textile, leather and footwear researcher",shop manager (footwear and leather goods retail store),0
"textile, leather and footwear researcher",peace and conflict researcher,0
"textile, leather and footwear researcher",footwear pattern-maker CAD operator,0
"textile, leather and footwear researcher",CNC press operative,0
"textile, leather and footwear researcher",packing attendant,0
"textile, leather and footwear researcher",licensed tax consultant,0
cattle pedicure,cattle pedicure specialist,1
cattle pedicure,cattle hoof trimmer,1
cattle pedicure,cattle pedicure technicians,1
cattle pedicure,cattle rearer,0
cattle pedicure,marine electrical tecnician,0
cattle pedicure,postal service worker,0
overhead line worker,overhead lineworker,1
overhead line worker,high voltage lineworker,1
overhead line worker,overhead line technician,1
overhead line worker,overhead linesman,1
overhead line worker,overhead line engineer,1
overhead line worker,overhead power line worker,1
